RekNr,Datum,Symbool,ISIN,Type optie,Expiratie,Strike,Valuta,Slotkoers,Aantal,Valutakoers,Contractgrootte,Waarde EUR,Waarde Orig Valuta,Aankoopwaarde,Type instrument,Binckcode,Titel instrument,
10,2020-01-08,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-09,AEX,,PUT,19-06-2020,520,EUR,"3,36",4,1,100,1344,1344,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-09,AEX,,PUT,18-09-2020,520,EUR,"6,73",4,1,100,2692,2692,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-09,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,489",6758,1,1,"185770,66","185770,66","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-09,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,485",4672,1,1,"179801,92","179801,92","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-09,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,358",6050,1,1,"177615,9","177615,9","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-09,USD,,,31-12-1899,0,USD,0,"5,49","1,11052",0,"4,94","5,49",0,,0,,0
10,2020-01-09,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-10,AEX,,PUT,19-06-2020,520,EUR,"3,4",4,1,100,1360,1360,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-10,AEX,,PUT,18-09-2020,520,EUR,"6,79",4,1,100,2716,2716,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-10,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,594",6758,1,1,"186480,25","186480,25","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-10,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,435",4672,1,1,"179568,32","179568,32","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-10,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,366",6050,1,1,"177664,3","177664,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-10,USD,,,31-12-1899,0,USD,0,"5,49","1,11217",0,"4,94","5,49",0,,0,,0
10,2020-01-10,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-11,AEX,,PUT,19-06-2020,520,EUR,"3,4",4,1,100,1360,1360,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-11,AEX,,PUT,18-09-2020,520,EUR,"6,79",4,1,100,2716,2716,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-11,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,594",6758,1,1,"186480,25","186480,25","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-11,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,435",4672,1,1,"179568,32","179568,32","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-11,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,366",6050,1,1,"177664,3","177664,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-11,USD,,,31-12-1899,0,USD,0,"5,49","1,11217",0,"4,94","5,49",0,,0,,0
10,2020-01-11,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-12,AEX,,PUT,19-06-2020,520,EUR,"3,4",4,1,100,1360,1360,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-12,AEX,,PUT,18-09-2020,520,EUR,"6,79",4,1,100,2716,2716,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-12,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,594",6758,1,1,"186480,25","186480,25","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-12,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,435",4672,1,1,"179568,32","179568,32","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-12,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,366",6050,1,1,"177664,3","177664,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-12,USD,,,31-12-1899,0,USD,0,"5,49","1,11217",0,"4,94","5,49",0,,0,,0
10,2020-01-12,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-13,AEX,,PUT,19-06-2020,520,EUR,"3,4",4,1,100,1360,1360,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-13,AEX,,PUT,18-09-2020,520,EUR,"6,83",4,1,100,2732,2732,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-13,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,808",6758,1,1,"187926,46","187926,46","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-13,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,325",4672,1,1,"179054,4","179054,4","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-13,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,314",6050,1,1,"177349,7","177349,7","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-13,USD,,,31-12-1899,0,USD,0,"5,49","1,11375",0,"4,93","5,49",0,,0,,0
10,2020-01-13,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-14,AEX,,PUT,19-06-2020,520,EUR,"3,17",4,1,100,1268,1268,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-14,AEX,,PUT,18-09-2020,520,EUR,"6,45",4,1,100,2580,2580,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-14,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,755",6758,1,1,"187568,29","187568,29","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-14,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,28",4672,1,1,"178844,16","178844,16","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-14,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,43",6050,1,1,"178051,5","178051,5","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-14,USD,,,31-12-1899,0,USD,0,"5,49","1,11272",0,"4,93","5,49",0,,0,,0
10,2020-01-14,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-15,AEX,,PUT,19-06-2020,520,EUR,3,4,1,100,1200,1200,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-15,AEX,,PUT,18-09-2020,520,EUR,"6,28",4,1,100,2512,2512,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-15,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,612",6758,1,1,"186601,9","186601,9","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-15,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,23",4672,1,1,"178610,56","178610,56","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-15,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,437",6050,1,1,"178093,85","178093,85","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-15,USD,,,31-12-1899,0,USD,0,"5,49","1,11495",0,"4,92","5,49",0,,0,,0
10,2020-01-15,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-16,AEX,,PUT,19-06-2020,520,EUR,"2,85",4,1,100,1140,1140,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-16,AEX,,PUT,18-09-2020,520,EUR,"6,11",4,1,100,2444,2444,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-16,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,788",6758,1,1,"187791,3","187791,3","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-16,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,3",4672,1,1,"178937,6","178937,6","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-16,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,579",6050,1,1,"178952,95","178952,95","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-16,USD,,,31-12-1899,0,USD,0,"5,49","1,11385",0,"4,93","5,49",0,,0,,0
10,2020-01-16,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-17,AEX,,PUT,19-06-2020,520,EUR,"2,54",4,1,100,1016,1016,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-17,AEX,,PUT,18-09-2020,520,EUR,"5,68",4,1,100,2272,2272,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-17,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,964",6758,1,1,"188980,71","188980,71","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-17,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,63",4672,1,1,"180479,36","180479,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-17,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,846",6050,1,1,"180568,3","180568,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-17,USD,,,31-12-1899,0,USD,0,"5,49","1,10925",0,"4,95","5,49",0,,0,,0
10,2020-01-17,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-18,AEX,,PUT,19-06-2020,520,EUR,"2,54",4,1,100,1016,1016,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-18,AEX,,PUT,18-09-2020,520,EUR,"5,68",4,1,100,2272,2272,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-18,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,964",6758,1,1,"188980,71","188980,71","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-18,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,63",4672,1,1,"180479,36","180479,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-18,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,846",6050,1,1,"180568,3","180568,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-18,USD,,,31-12-1899,0,USD,0,"5,49","1,10925",0,"4,95","5,49",0,,0,,0
10,2020-01-18,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-19,AEX,,PUT,19-06-2020,520,EUR,"2,54",4,1,100,1016,1016,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-19,AEX,,PUT,18-09-2020,520,EUR,"5,68",4,1,100,2272,2272,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-19,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,964",6758,1,1,"188980,71","188980,71","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-19,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,63",4672,1,1,"180479,36","180479,36","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-19,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,846",6050,1,1,"180568,3","180568,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-19,USD,,,31-12-1899,0,USD,0,"5,49","1,10925",0,"4,95","5,49",0,,0,,0
10,2020-01-19,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-20,AEX,,PUT,19-06-2020,520,EUR,"2,56",4,1,100,1024,1024,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-20,AEX,,PUT,18-09-2020,520,EUR,"5,66",4,1,100,2264,2264,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-20,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,961",6758,1,1,"188960,44","188960,44","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-20,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,57",4672,1,1,"180199,04","180199,04","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-20,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,882",6050,1,1,"180786,1","180786,1","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-20,USD,,,31-12-1899,0,USD,0,"5,49","1,109605",0,"4,95","5,49",0,,0,,0
10,2020-01-20,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-21,AEX,,PUT,19-06-2020,520,EUR,"2,79",4,1,100,1116,1116,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-21,AEX,,PUT,18-09-2020,520,EUR,"6,08",4,1,100,2432,2432,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-21,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,508",6758,1,1,"185899,06","185899,06","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-21,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,44",4672,1,1,"179591,68","179591,68","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-21,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,871",6050,1,1,"180719,55","180719,55","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-21,USD,,,31-12-1899,0,USD,0,"5,49","1,10856",0,"4,95","5,49",0,,0,,0
10,2020-01-21,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-22,AEX,,PUT,19-06-2020,520,EUR,"2,83",4,1,100,1132,1132,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-22,AEX,,PUT,18-09-2020,520,EUR,"6,03",4,1,100,2412,2412,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-22,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,64",6758,1,1,"186791,12","186791,12","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-22,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,25",4672,1,1,178704,178704,"169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-22,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,934",6050,1,1,"181100,7","181100,7","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-22,USD,,,31-12-1899,0,USD,0,"5,49","1,10917",0,"4,95","5,49",0,,0,,0
10,2020-01-22,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-23,AEX,,PUT,19-06-2020,520,EUR,"3,3",4,1,100,1320,1320,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-23,AEX,,PUT,18-09-2020,520,EUR,"6,84",4,1,100,2736,2736,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-23,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,236",6758,1,1,"184060,89","184060,89","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-23,EUEA,IE0008471009,,31-12-1899,0,EUR,"37,9",4672,1,1,"177068,8","177068,8","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-23,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,85",6050,1,1,"180592,5","180592,5","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-23,USD,,,31-12-1899,0,USD,0,"5,49","1,10576",0,"4,96","5,49",0,,0,,0
10,2020-01-23,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-24,AEX,,PUT,19-06-2020,520,EUR,"2,59",4,1,100,1036,1036,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-24,AEX,,PUT,18-09-2020,520,EUR,"5,63",4,1,100,2252,2252,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-24,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,454",6758,1,1,"185534,13","185534,13","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-24,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,33",4672,1,1,"179077,76","179077,76","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-24,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,966",6050,1,1,"181294,3","181294,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-24,USD,,,31-12-1899,0,USD,0,"5,49","1,10288",0,"4,98","5,49",0,,0,,0
10,2020-01-24,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-25,AEX,,PUT,19-06-2020,520,EUR,"2,59",4,1,100,1036,1036,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-25,AEX,,PUT,18-09-2020,520,EUR,"5,63",4,1,100,2252,2252,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-25,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,454",6758,1,1,"185534,13","185534,13","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-25,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,33",4672,1,1,"179077,76","179077,76","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-25,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,966",6050,1,1,"181294,3","181294,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-25,USD,,,31-12-1899,0,USD,0,"5,49","1,10288",0,"4,98","5,49",0,,0,,0
10,2020-01-25,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-26,AEX,,PUT,19-06-2020,520,EUR,"2,59",4,1,100,1036,1036,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-26,AEX,,PUT,18-09-2020,520,EUR,"5,63",4,1,100,2252,2252,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-26,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"27,454",6758,1,1,"185534,13","185534,13","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-26,EUEA,IE0008471009,,31-12-1899,0,EUR,"38,33",4672,1,1,"179077,76","179077,76","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-26,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,966",6050,1,1,"181294,3","181294,3","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-26,USD,,,31-12-1899,0,USD,0,"5,49","1,10288",0,"4,98","5,49",0,,0,,0
10,2020-01-26,EUR,,,31-12-1899,0,EUR,0,"1279,49",1,0,"1279,49","1279,49",0,,1234,,0
10,2020-01-27,AEX,,PUT,19-06-2020,520,EUR,"4,53",4,1,100,1812,1812,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-27,AEX,,PUT,18-09-2020,520,EUR,"8,4",4,1,100,3360,3360,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-27,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"26,365",6758,1,1,"178174,67","178174,67","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-27,EUEA,IE0008471009,,31-12-1899,0,EUR,"37,285",4672,1,1,"174195,52","174195,52","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-27,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,354",6050,1,1,"177591,7","177591,7","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-27,USD,,,31-12-1899,0,USD,0,"5,49","1,10189",0,"4,98","5,49",0,,0,,0
10,2020-01-27,EUR,,,31-12-1899,0,EUR,0,"69,49",1,0,"69,49","69,49",0,,1234,,0
10,2020-01-28,AEX,,PUT,19-06-2020,520,EUR,"3,69",4,1,100,1476,1476,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-28,AEX,,PUT,18-09-2020,520,EUR,"7,21",4,1,100,2884,2884,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-28,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"26,681",6758,1,1,"180310,2","180310,2","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-28,EUEA,IE0008471009,,31-12-1899,0,EUR,"37,73",4672,1,1,"176274,56","176274,56","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-28,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,682",6050,1,1,"179576,1","179576,1","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-28,USD,,,31-12-1899,0,USD,0,"5,49","1,10225",0,"4,98","5,49",0,,0,,0
10,2020-01-28,EUR,,,31-12-1899,0,EUR,0,"69,49",1,0,"69,49","69,49",0,,1234,,0
10,2020-01-29,AEX,,PUT,19-06-2020,520,EUR,"3,34",4,1,100,1336,1336,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-29,AEX,,PUT,18-09-2020,520,EUR,"6,73",4,1,100,2692,2692,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-29,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"26,787",6758,1,1,"181026,55","181026,55","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-29,EUEA,IE0008471009,,31-12-1899,0,EUR,"37,905",4672,1,1,"177092,16","177092,16","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-29,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,76",6050,1,1,180048,180048,"135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-29,USD,,,31-12-1899,0,USD,0,"5,49","1,10056",0,"4,99","5,49",0,,0,,0
10,2020-01-29,EUR,,,31-12-1899,0,EUR,0,"69,49",1,0,"69,49","69,49",0,,1234,,0
10,2020-01-30,AEX,,PUT,19-06-2020,520,EUR,"4,41",4,1,100,1764,1764,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-30,AEX,,PUT,18-09-2020,520,EUR,"8,09",4,1,100,3236,3236,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-30,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"26,126",6758,1,1,"176559,51","176559,51","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-30,EUEA,IE0008471009,,31-12-1899,0,EUR,"37,425",4672,1,1,"174849,6","174849,6","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-30,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,409",6050,1,1,"177924,45","177924,45","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-30,USD,,,31-12-1899,0,USD,0,"5,49","1,10334",0,"4,98","5,49",0,,0,,0
10,2020-01-30,EUR,,,31-12-1899,0,EUR,0,"69,49",1,0,"69,49","69,49",0,,1234,,0
10,2020-01-31,AEX,,PUT,19-06-2020,520,EUR,"5,56",4,1,100,2224,2224,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-01-31,AEX,,PUT,18-09-2020,520,EUR,"9,66",4,1,100,3864,3864,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
10,2020-01-31,EMIM NA,IE00BKM4GZ66,,31-12-1899,0,EUR,"25,621",6758,1,1,"173146,72","173146,72","165.397,19",Aandelen Nederland,163902,iShares Core MSCI Emerging Markets IMI,0
10,2020-01-31,EUEA,IE0008471009,,31-12-1899,0,EUR,"36,94",4672,1,1,"172583,68","172583,68","169.032,96",Aandelen Nederland,44501,iShares EURO STOXX 50 UCITS ETF (NL),0
10,2020-01-31,ISSP,IE0031442068,,31-12-1899,0,EUR,"29,134",6050,1,1,"176260,7","176260,7","135.594,21",Aandelen Nederland,44532,iShares S&P 500 UCITS ETF (NL) (IUSA NA),0
10,2020-01-31,USD,,,31-12-1899,0,USD,0,"5,49","1,10925",0,"4,95","5,49",0,,0,,0
10,2020-01-31,EUR,,,31-12-1899,0,EUR,0,"69,49",1,0,"69,49","69,49",0,,1234,,0
10,2020-02-01,AEX,,PUT,19-06-2020,520,EUR,"5,56",4,1,100,2224,2224,"2.880,00",Indexopties,103242,AEX P JUN 2020 520.00,0
10,2020-02-01,AEX,,PUT,18-09-2020,520,EUR,"9,66",4,1,100,3864,3864,"4.560,00",Indexopties,103242,AEX P SEP 2020 520.00,0
