RekNr,Datum,Symbool,ISIN,Type optie,Expiratie,Strike,Valuta,Slotkoers,Aantal,Valutakoers,Contractgrootte,Waarde EUR,Waarde Orig Valuta,Aankoopwaarde,Type instrument,Binckcode,Titel instrument,
5,2020-03-10,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"26,336",2026,1,1,"53356,74","53356,74","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-10,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"45,72",1194,1,1,"54589,68","54589,68","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-10,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"46,367",1224,1,1,"56753,21","56753,21","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-10,USD,,,01-01-1900,0,USD,0,"4,61","1,12845",0,"4,09","4,61",0,,0,,0
5,2020-03-10,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-11,AEX,,PUT,20-03-2020,520,EUR,"40,86",3,1,100,12258,12258,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-11,AEX,,PUT,19-06-2020,540,EUR,"76,11",3,1,100,22833,22833,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-11,TDT,NL0009272749,,01-01-1900,0,EUR,"48,635",3231,1,1,"157139,69","157139,69","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-11,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"26,072",2026,1,1,"52821,87","52821,87","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-11,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"45,53",1194,1,1,"54362,82","54362,82","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-11,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"46,845",1224,1,1,"57338,28","57338,28","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-11,USD,,,01-01-1900,0,USD,0,"4,61","1,12637",0,"4,09","4,61",0,,0,,0
5,2020-03-11,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-12,AEX,,PUT,20-03-2020,520,EUR,"89,53",3,1,100,26859,26859,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-12,AEX,,PUT,19-06-2020,540,EUR,"121,97",3,1,100,36591,36591,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-12,TDT,NL0009272749,,01-01-1900,0,EUR,"43,3",3231,1,1,"139902,3","139902,3","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-12,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"23,096",2026,1,1,"46792,5","46792,5","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-12,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"41,23",1194,1,1,"49228,62","49228,62","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-12,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"43,403",1224,1,1,"53125,27","53125,27","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-12,USD,,,01-01-1900,0,USD,0,"4,61","1,11865",0,"4,12","4,61",0,,0,,0
5,2020-03-12,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-13,AEX,,PUT,20-03-2020,520,EUR,"88,6",3,1,100,26580,26580,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-13,AEX,,PUT,19-06-2020,540,EUR,"121,89",3,1,100,36567,36567,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-13,TDT,NL0009272749,,01-01-1900,0,EUR,"43,505",3231,1,1,"140564,66","140564,66","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-13,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"23,57",2026,1,1,"47752,82","47752,82","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-13,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"42,42",1194,1,1,"50649,48","50649,48","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-13,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"43,774",1224,1,1,"53579,38","53579,38","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-13,USD,,,01-01-1900,0,USD,0,"4,61","1,11215",0,"4,15","4,61",0,,0,,0
5,2020-03-13,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-14,AEX,,PUT,20-03-2020,520,EUR,"88,6",3,1,100,26580,26580,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-14,AEX,,PUT,19-06-2020,540,EUR,"121,89",3,1,100,36567,36567,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-14,TDT,NL0009272749,,01-01-1900,0,EUR,"43,505",3231,1,1,"140564,66","140564,66","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-14,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"23,57",2026,1,1,"47752,82","47752,82","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-14,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"42,42",1194,1,1,"50649,48","50649,48","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-14,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"43,774",1224,1,1,"53579,38","53579,38","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-14,USD,,,01-01-1900,0,USD,0,"4,61","1,11215",0,"4,15","4,61",0,,0,,0
5,2020-03-14,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-15,AEX,,PUT,20-03-2020,520,EUR,"88,6",3,1,100,26580,26580,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-15,AEX,,PUT,19-06-2020,540,EUR,"121,89",3,1,100,36567,36567,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-15,TDT,NL0009272749,,01-01-1900,0,EUR,"43,505",3231,1,1,"140564,66","140564,66","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-15,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"23,57",2026,1,1,"47752,82","47752,82","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-15,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"42,42",1194,1,1,"50649,48","50649,48","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-15,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"43,774",1224,1,1,"53579,38","53579,38","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-15,USD,,,01-01-1900,0,USD,0,"4,61","1,11215",0,"4,15","4,61",0,,0,,0
5,2020-03-15,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-16,AEX,,PUT,20-03-2020,520,EUR,"104,35",3,1,100,31305,31305,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-16,AEX,,PUT,19-06-2020,540,EUR,"138,29",3,1,100,41487,41487,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-16,TDT,NL0009272749,,01-01-1900,0,EUR,"41,795",3231,1,1,"135039,65","135039,65","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-16,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"22,492",2026,1,1,"45568,79","45568,79","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-16,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"40,26",1194,1,1,"48070,44","48070,44","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-16,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"42,847",1224,1,1,"52444,73","52444,73","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-16,USD,,,01-01-1900,0,USD,0,"4,61","1,11767",0,"4,12","4,61",0,,0,,0
5,2020-03-16,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-17,AEX,,PUT,20-03-2020,520,EUR,"96,11",3,1,100,28833,28833,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-17,AEX,,PUT,19-06-2020,540,EUR,"129,14",3,1,100,38742,38742,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-17,TDT,NL0009272749,,01-01-1900,0,EUR,"42,665",3231,1,1,"137850,62","137850,62","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-17,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"22,969",2026,1,1,"46535,19","46535,19","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-17,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"41,27",1194,1,1,"49276,38","49276,38","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-17,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"43,453",1224,1,1,"53186,47","53186,47","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-17,USD,,,01-01-1900,0,USD,0,"4,61","1,100115",0,"4,19","4,61",0,,0,,0
5,2020-03-17,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-18,AEX,,PUT,20-03-2020,520,EUR,"116,1",3,1,100,34830,34830,2325,Indexopties,103242,AEX P MAR 2020 520.00,0
5,2020-03-18,AEX,,PUT,19-06-2020,540,EUR,"148,35",3,1,100,44505,44505,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-18,TDT,NL0009272749,,01-01-1900,0,EUR,"40,425",3231,1,1,"130613,18","130613,18","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-18,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-18,VEUR NA,IE00B945VV12,,01-01-1900,0,EUR,"21,85",2026,1,1,"44268,1","44268,1","58899,04",Aandelen Nederland,158105,Vanguard FTSE Developed Europe,0
5,2020-03-18,VFEM NA,IE00B3VVMM84,,01-01-1900,0,EUR,"39,41",1194,1,1,"47055,54","47055,54","59057,5",Aandelen Nederland,158126,Vanguard FTSE Emerging Markets UCITS ETF,0
5,2020-03-18,VUSA NA,IE00B3XXRP09,,01-01-1900,0,EUR,"41,818",1224,1,1,"51185,23","51185,23","47449,98",Aandelen Nederland,158127,Vanguard S&P 500 UCITS ETF,0
5,2020-03-18,USD,,,01-01-1900,0,USD,0,"4,61","1,0917",0,"4,22","4,61",0,,0,,0
5,2020-03-18,EUR,,,01-01-1900,0,EUR,0,"58850,69",1,0,"58850,69","58850,69",0,,1234,,0
5,2020-03-19,AEX,,PUT,19-06-2020,540,EUR,"130,96",3,1,100,39288,39288,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-19,TDT,NL0009272749,,01-01-1900,0,EUR,"42,25",3231,1,1,"136509,75","136509,75","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-19,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-19,USD,,,01-01-1900,0,USD,0,"4,61","1,06782",0,"4,32","4,61",0,,0,,0
5,2020-03-19,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-20,AEX,,PUT,19-06-2020,540,EUR,"119,36",3,1,100,35808,35808,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-20,TDT,NL0009272749,,01-01-1900,0,EUR,"43,26",3231,1,1,"139773,06","139773,06","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-20,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-20,USD,,,01-01-1900,0,USD,0,"4,61","1,07455",0,"4,29","4,61",0,,0,,0
5,2020-03-20,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-21,AEX,,PUT,19-06-2020,540,EUR,"119,36",3,1,100,35808,35808,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-21,TDT,NL0009272749,,01-01-1900,0,EUR,"43,26",3231,1,1,"139773,06","139773,06","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-21,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-21,USD,,,01-01-1900,0,USD,0,"4,61","1,07455",0,"4,29","4,61",0,,0,,0
5,2020-03-21,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-22,AEX,,PUT,19-06-2020,540,EUR,"119,36",3,1,100,35808,35808,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-22,TDT,NL0009272749,,01-01-1900,0,EUR,"43,26",3231,1,1,"139773,06","139773,06","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-22,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-22,USD,,,01-01-1900,0,USD,0,"4,61","1,07455",0,"4,29","4,61",0,,0,,0
5,2020-03-22,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-23,AEX,,PUT,19-06-2020,540,EUR,"126,74",3,1,100,38022,38022,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-23,TDT,NL0009272749,,01-01-1900,0,EUR,"42,31",3231,1,1,"136703,61","136703,61","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-23,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-23,USD,,,01-01-1900,0,USD,0,"4,61","1,07264",0,"4,3","4,61",0,,0,,0
5,2020-03-23,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-24,AEX,,PUT,19-06-2020,540,EUR,"90,44",3,1,100,27132,27132,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-24,TDT,NL0009272749,,01-01-1900,0,EUR,"46,26",3231,1,1,"149466,06","149466,06","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-24,TDT,,DIV,01-01-1900,0,EUR,"0,13",3231,1,1,"420,03","420,03","420,03",Dividenden,,div. VanEck Vectors AEX UCITS ETF,0
5,2020-03-24,USD,,,01-01-1900,0,USD,0,"4,61","1,07835",0,"4,28","4,61",0,,0,,0
5,2020-03-24,EUR,,,01-01-1900,0,EUR,0,"233805,19",1,0,"233805,19","233805,19",0,,1234,,0
5,2020-03-25,AEX,,PUT,19-06-2020,540,EUR,"80,39",3,1,100,24117,24117,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-25,TDT,NL0009272749,,01-01-1900,0,EUR,"47,395",3231,1,1,"153133,25","153133,25","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-25,USD,,,01-01-1900,0,USD,0,"4,61","1,087915",0,"4,24","4,61",0,,0,,0
5,2020-03-25,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-26,AEX,,PUT,19-06-2020,540,EUR,"73,64",3,1,100,22092,22092,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-26,TDT,NL0009272749,,01-01-1900,0,EUR,"48,17",3231,1,1,"155637,27","155637,27","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-26,USD,,,01-01-1900,0,USD,0,"4,61","1,1031",0,"4,18","4,61",0,,0,,0
5,2020-03-26,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-27,AEX,,PUT,19-06-2020,540,EUR,"89,33",3,1,100,26799,26799,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-27,TDT,NL0009272749,,01-01-1900,0,EUR,"46,405",3231,1,1,"149934,56","149934,56","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-27,USD,,,01-01-1900,0,USD,0,"4,61","1,11495",0,"4,13","4,61",0,,0,,0
5,2020-03-27,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-28,AEX,,PUT,19-06-2020,540,EUR,"89,33",3,1,100,26799,26799,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-28,TDT,NL0009272749,,01-01-1900,0,EUR,"46,405",3231,1,1,"149934,56","149934,56","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-28,USD,,,01-01-1900,0,USD,0,"4,61","1,11495",0,"4,13","4,61",0,,0,,0
5,2020-03-28,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-29,AEX,,PUT,19-06-2020,540,EUR,"89,33",3,1,100,26799,26799,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-29,TDT,NL0009272749,,01-01-1900,0,EUR,"46,405",3231,1,1,"149934,56","149934,56","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-29,USD,,,01-01-1900,0,USD,0,"4,61","1,11495",0,"4,13","4,61",0,,0,,0
5,2020-03-29,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-30,AEX,,PUT,19-06-2020,540,EUR,"78,13",3,1,100,23439,23439,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-30,TDT,NL0009272749,,01-01-1900,0,EUR,"47,655",3231,1,1,"153973,31","153973,31","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-30,USD,,,01-01-1900,0,USD,0,"4,61","1,10411",0,"4,18","4,61",0,,0,,0
5,2020-03-30,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-03-31,AEX,,PUT,19-06-2020,540,EUR,"70,63",3,1,100,21189,21189,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-03-31,TDT,NL0009272749,,01-01-1900,0,EUR,"48,28",3231,1,1,"155992,68","155992,68","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-03-31,USD,,,01-01-1900,0,USD,0,"4,61","1,10245",0,"4,18","4,61",0,,0,,0
5,2020-03-31,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-01,AEX,,PUT,19-06-2020,540,EUR,"80,74",3,1,100,24222,24222,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-01,TDT,NL0009272749,,01-01-1900,0,EUR,"47,105",3231,1,1,"152196,26","152196,26","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-01,USD,,,01-01-1900,0,USD,0,"4,61","1,09618",0,"4,21","4,61",0,,0,,0
5,2020-04-01,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-01,EUR,,,01-01-1900,0,EUR,0,"78,75",1,0,"78,75","78,75",0,,1234,,0
5,2020-04-02,AEX,,PUT,19-06-2020,540,EUR,"75,34",3,1,100,22602,22602,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-02,TDT,NL0009272749,,01-01-1900,0,EUR,"47,83",3231,1,1,"154538,73","154538,73","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-02,USD,,,01-01-1900,0,USD,0,"4,61","1,085385",0,"4,25","4,61",0,,0,,0
5,2020-04-02,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-03,AEX,,PUT,19-06-2020,540,EUR,"79,53",3,1,100,23859,23859,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-03,TDT,NL0009272749,,01-01-1900,0,EUR,"47,16",3231,1,1,"152373,96","152373,96","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-03,USD,,,01-01-1900,0,USD,0,"4,61","1,081405",0,"4,26","4,61",0,,0,,0
5,2020-04-03,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-04,AEX,,PUT,19-06-2020,540,EUR,"79,53",3,1,100,23859,23859,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-04,TDT,NL0009272749,,01-01-1900,0,EUR,"47,16",3231,1,1,"152373,96","152373,96","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-04,USD,,,01-01-1900,0,USD,0,"4,61","1,081405",0,"4,26","4,61",0,,0,,0
5,2020-04-04,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-05,AEX,,PUT,19-06-2020,540,EUR,"79,53",3,1,100,23859,23859,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-05,TDT,NL0009272749,,01-01-1900,0,EUR,"47,16",3231,1,1,"152373,96","152373,96","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-05,USD,,,01-01-1900,0,USD,0,"4,61","1,081405",0,"4,26","4,61",0,,0,,0
5,2020-04-05,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-06,AEX,,PUT,19-06-2020,540,EUR,"62,94",3,1,100,18882,18882,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-06,TDT,NL0009272749,,01-01-1900,0,EUR,"49,165",3231,1,1,"158852,12","158852,12","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-06,USD,,,01-01-1900,0,USD,0,"4,61","1,07985",0,"4,27","4,61",0,,0,,0
5,2020-04-06,EUR,,,01-01-1900,0,EUR,0,"234162,22",1,0,"234162,22","234162,22",0,,1234,,0
5,2020-04-07,AEX,,PUT,19-06-2020,540,EUR,"56,9",3,1,100,17070,17070,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-07,TDT,NL0009272749,,01-01-1900,0,EUR,"50,02",3231,1,1,"161614,62","161614,62","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-07,USD,,,01-01-1900,0,USD,0,"4,61","1,089705",0,"4,23","4,61",0,,0,,0
5,2020-04-07,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-08,AEX,,PUT,19-06-2020,540,EUR,"55,74",3,1,100,16722,16722,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-08,TDT,NL0009272749,,01-01-1900,0,EUR,"50,11",3231,1,1,"161905,41","161905,41","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-08,USD,,,01-01-1900,0,USD,0,"4,61","1,08555",0,"4,25","4,61",0,,0,,0
5,2020-04-08,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-09,AEX,,PUT,19-06-2020,540,EUR,"51,65",3,1,100,15495,15495,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-09,TDT,NL0009272749,,01-01-1900,0,EUR,"50,83",3231,1,1,"164231,73","164231,73","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-09,USD,,,01-01-1900,0,USD,0,"4,61","1,093345",0,"4,22","4,61",0,,0,,0
5,2020-04-09,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-10,AEX,,PUT,19-06-2020,540,EUR,"50,5",3,1,100,15150,15150,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-10,TDT,NL0009272749,,01-01-1900,0,EUR,"50,83",3231,1,1,"164231,73","164231,73","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-10,USD,,,01-01-1900,0,USD,0,"4,61","1,09367",0,"4,22","4,61",0,,0,,0
5,2020-04-10,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-11,AEX,,PUT,19-06-2020,540,EUR,"50,5",3,1,100,15150,15150,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-11,TDT,NL0009272749,,01-01-1900,0,EUR,"50,83",3231,1,1,"164231,73","164231,73","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-11,USD,,,01-01-1900,0,USD,0,"4,61","1,09367",0,"4,22","4,61",0,,0,,0
5,2020-04-11,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-12,AEX,,PUT,19-06-2020,540,EUR,"50,5",3,1,100,15150,15150,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
5,2020-04-12,TDT,NL0009272749,,01-01-1900,0,EUR,"50,83",3231,1,1,"164231,73","164231,73","185082,3",Aandelen Nederland,927274,VanEck Vectors AEX UCITS ETF,0
5,2020-04-12,USD,,,01-01-1900,0,USD,0,"4,61","1,09367",0,"4,22","4,61",0,,0,,0
5,2020-04-12,EUR,,,01-01-1900,0,EUR,0,"233708,47",1,0,"233708,47","233708,47",0,,1234,,0
5,2020-04-13,AEX,,PUT,19-06-2020,540,EUR,"50,5",3,1,100,15150,15150,1905,Indexopties,103242,AEX P JUN 2020 540.00,0
